CompanyID,CompanyName,Sector,Country,City,FoundedYear,Stage,VerificationStatus,VerificationStep,CTI_Score,CTI_Tier,ProfileCompletenessPct,Employees,AnnualRevenueUSD,TotalFundingUSD,HasFinancials,DiasporaOwned,WomenLed,YouthLed,ListingBucket,Website,Email,Phone,Description,DataSourcesCount,LastUpdated
RMC-100085,Savannah Makers,Manufacturing,Tanzania,Dar es Salaam,2017,Prototype,Verified,3,48.6,Silver,75,23,112.04,0.0,True,False,True,False,Standard,https://savannahmakers.africa,info@savannahmakers.africa,+216-84-2389,"Savannah Makers operates in manufacturing from Dar es Salaam, Tanzania, serving local and regional markets.",1,2025-05-02
RMC-100086,Savannah Remit,FinTech,Egypt,Cairo,2015,Early Revenue,Verified,3,52.9,Silver,88,13,54871.61,627366.59,True,False,False,True,Suggested,https://savannahremit.africa,info@savannahremit.africa,+233-79-6491,"Savannah Remit operates in fintech from Cairo, Egypt, serving local and regional markets.",1,2025-09-02
RMC-100087,Maji Brew,Food & Beverage,Ethiopia,Addis Ababa,2015,Early Revenue,Verified,3,68.4,Gold,86,33,305756.98,0.0,True,False,True,False,Standard,https://majibrew.africa,info@majibrew.africa,+222-28-4262,"Maji Brew operates in food & beverage from Addis Ababa, Ethiopia, serving local and regional markets.",3,2025-09-08
RMC-100088,Blue Build,Construction & Real Estate,South Africa,Johannesburg,2019,Early Revenue,Unverified,2,54.8,Silver,50,19,58804.98,0.0,False,True,False,False,Suggested,https://bluebuild.africa,info@bluebuild.africa,+220-60-2193,"Blue Build operates in construction & real estate from Johannesburg, South Africa, serving local and regional markets.",0,2025-04-19
RMC-100089,Sahara Grid,Energy & Renewables,Zambia,Lusaka,2012,Mature,Pending,2,63.7,Silver,44,33,615820.62,13261507.09,False,False,True,False,Standard,https://saharagrid.africa,info@saharagrid.africa,+218-91-7291,"Sahara Grid operates in energy & renewables from Lusaka, Zambia, serving local and regional markets.",0,2025-08-27
RMC-100090,Maji Construct,Construction & Real Estate,Cameroon,Douala,2014,Early Revenue,Verified,3,47.7,Silver,83,34,23453.95,417950.61,False,True,False,False,Standard,https://majiconstruct.africa,info@majiconstruct.africa,+233-88-1090,"Maji Construct operates in construction & real estate from Douala, Cameroon, serving local and regional markets.",3,2025-08-09
RMC-100091,Umoya Energy,Energy & Renewables,Ghana,Accra,2020,Prototype,Unverified,2,66.9,Gold,52,54,389.05,0.0,False,False,False,False,Latest,https://umoyaenergy.africa,info@umoyaenergy.africa,+216-89-9486,"Umoya Energy operates in energy & renewables from Accra, Ghana, serving local and regional markets.",0,2025-07-08
RMC-100092,Savannah Construct,Construction & Real Estate,Kenya,Nairobi,2015,Early Revenue,Unverified,2,53.5,Silver,57,41,56240.19,0.0,False,False,True,False,Standard,https://savannahconstruct.africa,info@savannahconstruct.africa,+213-58-3184,"Savannah Construct operates in construction & real estate from Nairobi, Kenya, serving local and regional markets.",2,2025-09-25
RMC-100093,Savannah Agri,Agriculture,Botswana,Gaborone,2017,Growth,Unverified,3,54.9,Silver,78,26,260238.82,0.0,True,True,False,True,Standard,https://savannahagri.africa,info@savannahagri.africa,+223-96-8251,"Savannah Agri operates in agriculture from Gaborone, Botswana, serving local and regional markets.",3,2025-05-12
RMC-100094,Umoya Wellness,Healthcare,Botswana,Gaborone,2016,Early Revenue,Unverified,2,74.7,Gold,55,8,5874.68,79711.25,False,True,False,False,Standard,https://umoyawellness.africa,info@umoyawellness.africa,+227-20-8777,"Umoya Wellness operates in healthcare from Gaborone, Botswana, serving local and regional markets.",0,2025-07-12
RMC-100095,Maji Bio,Healthcare,Senegal,Dakar,2017,Early Revenue,Verified,3,67.5,Gold,100,27,26657.31,0.0,True,True,True,True,Standard,https://majibio.africa,info@majibio.africa,+221-98-9540,"Maji Bio operates in healthcare from Dakar, Senegal, serving local and regional markets.",1,2025-01-16
RMC-100096,Sahara Soft,ICT / Software,Namibia,Windhoek,2015,Growth,Pending,3,79.4,Gold,66,18,172136.27,0.0,False,False,True,True,Latest,https://saharasoft.africa,info@saharasoft.africa,+221-56-2269,"Sahara Soft operates in ict / software from Windhoek, Namibia, serving local and regional markets.",1,2025-04-15
RMC-100097,Maji Academy,Education,Egypt,Cairo,2020,Growth,Verified,3,73.1,Gold,78,63,66806.55,15464959.98,True,False,True,True,Latest,https://majiacademy.africa,info@majiacademy.africa,+223-40-9849,"Maji Academy operates in education from Cairo, Egypt, serving local and regional markets.",0,2025-04-16
RMC-100098,Kora Wallet,FinTech,Ethiopia,Addis Ababa,2014,Early Revenue,Unverified,3,48.6,Silver,53,9,11789.28,644177.79,True,True,False,True,Standard,https://korawallet.africa,info@korawallet.africa,+220-49-3503,"Kora Wallet operates in fintech from Addis Ababa, Ethiopia, serving local and regional markets.",0,2025-03-07
RMC-100099,Nova Mint,FinTech,Tanzania,Dar es Salaam,2014,Idea,Verified,3,62.3,Silver,73,4,129.13,0.0,False,False,False,False,Standard,https://novamint.africa,info@novamint.africa,+226-42-9890,"Nova Mint operates in fintech from Dar es Salaam, Tanzania, serving local and regional markets.",2,2025-05-26
RMC-100100,Umoya Shop,Retail & Ecommerce,Zimbabwe,Harare,2019,Early Revenue,Unverified,3,49.5,Silver,35,54,74419.36,0.0,False,False,False,True,Standard,https://umoyashop.africa,info@umoyashop.africa,+218-53-7381,"Umoya Shop operates in retail & ecommerce from Harare, Zimbabwe, serving local and regional markets.",0,2025-05-12
RMC-100101,Baobab Bazaar,Retail & Ecommerce,Nigeria,Lagos,2019,Growth,Verified,3,62.9,Silver,69,38,99712.88,4306458.25,True,False,True,True,Standard,https://baobabbazaar.africa,info@baobabbazaar.africa,+228-00-6763,"Baobab Bazaar operates in retail & ecommerce from Lagos, Nigeria, serving local and regional markets.",3,2024-12-24
RMC-100102,Umoya Meds,Healthcare,Egypt,Cairo,2012,Early Revenue,Verified,3,66.3,Gold,81,11,29359.88,2935117.47,True,False,False,False,Latest,https://umoyameds.africa,info@umoyameds.africa,+230-95-9947,"Umoya Meds operates in healthcare from Cairo, Egypt, serving local and regional markets.",1,2024-12-18
RMC-100103,Maji Bites,Food & Beverage,Mozambique,Maputo,2021,Growth,Unverified,2,78.7,Gold,47,54,103804.6,2433645.68,False,True,False,True,Standard,https://majibites.africa,info@majibites.africa,+220-34-8140,"Maji Bites operates in food & beverage from Maputo, Mozambique, serving local and regional markets.",0,2025-01-26
RMC-100104,Umoya Lodge,Tourism & Hospitality,Nigeria,Lagos,2015,Early Revenue,Unverified,3,86.0,Platinum,60,18,29524.13,0.0,False,False,False,False,Standard,https://umoyalodge.africa,info@umoyalodge.africa,+234-86-7624,"Umoya Lodge operates in tourism & hospitality from Lagos, Nigeria, serving local and regional markets.",0,2025-06-05
RMC-100105,Nile Kitchen,Food & Beverage,Uganda,Kampala,2017,Early Revenue,Pending,2,48.9,Silver,46,27,54212.98,241695.42,False,False,False,False,Standard,https://nilekitchen.africa,info@nilekitchen.africa,+232-68-1441,"Nile Kitchen operates in food & beverage from Kampala, Uganda, serving local and regional markets.",2,2025-09-17
RMC-100106,Baobab Transit,Logistics & Mobility,Algeria,Algiers,2012,Growth,Unverified,1,65.6,Gold,65,21,149528.35,653175.78,True,False,False,True,Latest,https://baobabtransit.africa,info@baobabtransit.africa,+20-10-8022,"Baobab Transit operates in logistics & mobility from Algiers, Algeria, serving local and regional markets.",0,2025-03-31
RMC-100107,Kora Travel,Tourism & Hospitality,Zimbabwe,Harare,2014,Early Revenue,Verified,3,71.6,Gold,69,9,99661.75,0.0,True,False,False,False,Standard,https://koratravel.africa,info@koratravel.africa,+221-48-6363,"Kora Travel operates in tourism & hospitality from Harare, Zimbabwe, serving local and regional markets.",2,2025-03-14
RMC-100108,Nile Solar,Energy & Renewables,Tanzania,Dar es Salaam,2018,Growth,Verified,3,64.9,Silver,100,6,275053.42,0.0,True,True,False,False,Standard,https://nilesolar.africa,info@nilesolar.africa,+223-97-7211,"Nile Solar operates in energy & renewables from Dar es Salaam, Tanzania, serving local and regional markets.",1,2025-06-16
RMC-100109,Umoya Clinic,Healthcare,Senegal,Dakar,2019,Growth,Unverified,3,74.0,Gold,71,35,288521.99,0.0,False,False,False,False,Latest,https://umoyaclinic.africa,info@umoyaclinic.africa,+212-60-1317,"Umoya Clinic operates in healthcare from Dakar, Senegal, serving local and regional markets.",1,2025-05-13
RMC-100110,Blue Cart,Retail & Ecommerce,Tunisia,Tunis,2008,Growth,Verified,3,59.3,Silver,78,36,162911.82,1325147.35,True,True,True,False,Standard,https://bluecart.africa,info@bluecart.africa,+220-83-2124,"Blue Cart operates in retail & ecommerce from Tunis, Tunisia, serving local and regional markets.",3,2025-03-18
RMC-100111,Blue Tours,Tourism & Hospitality,Kenya,Nairobi,2012,Growth,Pending,1,89.0,Platinum,76,35,163795.08,8185152.26,False,True,True,False,Standard,https://bluetours.africa,info@bluetours.africa,+218-02-3496,"Blue Tours operates in tourism & hospitality from Nairobi, Kenya, serving local and regional markets.",0,2025-06-16
RMC-100112,Nile Green,Agriculture,South Africa,Johannesburg,2017,Early Revenue,Unverified,2,62.2,Silver,58,13,22005.51,0.0,False,True,False,True,Standard,https://nilegreen.africa,info@nilegreen.africa,+213-72-4571,"Nile Green operates in agriculture from Johannesburg, South Africa, serving local and regional markets.",1,2025-06-02
RMC-100113,Atlas Soft,ICT / Software,Senegal,Dakar,2012,Early Revenue,Verified,3,61.0,Silver,100,18,33437.14,0.0,True,False,False,False,Standard,https://atlassoft.africa,info@atlassoft.africa,+232-77-2876,"Atlas Soft operates in ict / software from Dakar, Senegal, serving local and regional markets.",4,2025-04-01
RMC-100114,Zuri Works,Manufacturing,Uganda,Kampala,2016,Idea,Pending,3,27.6,Bronze,45,22,17.2,0.0,False,False,True,False,Standard,https://zuriworks.africa,info@zuriworks.africa,+231-03-6111,"Zuri Works operates in manufacturing from Kampala, Uganda, serving local and regional markets.",1,2025-09-20
RMC-100115,Umoya Industries,Manufacturing,Cameroon,Douala,2011,Early Revenue,Unverified,1,44.2,Bronze,81,56,69428.3,0.0,True,False,False,True,Standard,https://umoyaindustries.africa,info@umoyaindustries.africa,+218-09-4978,"Umoya Industries operates in manufacturing from Douala, Cameroon, serving local and regional markets.",0,2025-07-29
RMC-100116,Sahara Outlet,Retail & Ecommerce,Egypt,Cairo,2015,Early Revenue,Unverified,2,61.7,Silver,58,6,67723.18,62877.74,True,False,False,False,Suggested,https://saharaoutlet.africa,info@saharaoutlet.africa,+213-72-1672,"Sahara Outlet operates in retail & ecommerce from Cairo, Egypt, serving local and regional markets.",0,2025-06-09
RMC-100117,Umoya Class,Education,Tunisia,Tunis,2019,Growth,Unverified,3,64.5,Silver,62,15,28875.59,3873606.33,False,False,False,True,Suggested,https://umoyaclass.africa,info@umoyaclass.africa,+224-08-9289,"Umoya Class operates in education from Tunis, Tunisia, serving local and regional markets.",0,2025-08-22
RMC-100118,Blue Seed,Agriculture,Morocco,Casablanca,2013,Early Revenue,Verified,3,62.8,Silver,62,21,55808.01,0.0,True,False,True,True,Latest,https://blueseed.africa,info@blueseed.africa,+228-13-8102,"Blue Seed operates in agriculture from Casablanca, Morocco, serving local and regional markets.",2,2025-08-16
RMC-100119,Sahara Data,ICT / Software,Côte d’Ivoire,Abidjan,2014,Early Revenue,Pending,1,49.5,Silver,87,17,59631.61,0.0,True,False,True,False,Latest,https://saharadata.africa,info@saharadata.africa,+235-19-8135,"Sahara Data operates in ict / software from Abidjan, Côte d’Ivoire, serving local and regional markets.",2,2025-02-13
RMC-100120,Sahara Cart,Retail & Ecommerce,Botswana,Gaborone,2017,Prototype,Pending,2,67.0,Gold,86,21,254.26,0.0,True,False,True,False,Latest,https://saharacart.africa,info@saharacart.africa,+232-68-8921,"Sahara Cart operates in retail & ecommerce from Gaborone, Botswana, serving local and regional markets.",1,2025-09-13
RMC-100121,Delta Wellness,Healthcare,Zambia,Lusaka,2018,Prototype,Verified,3,85.4,Platinum,85,9,357.07,198733.71,True,True,True,False,Latest,https://deltawellness.africa,info@deltawellness.africa,+221-41-5022,"Delta Wellness operates in healthcare from Lusaka, Zambia, serving local and regional markets.",0,2025-06-21
RMC-100122,Zuri Meds,Healthcare,Ethiopia,Addis Ababa,2017,Prototype,Unverified,3,38.0,Bronze,64,21,211.67,52154.11,False,False,False,False,Suggested,https://zurimeds.africa,info@zurimeds.africa,+220-96-8613,"Zuri Meds operates in healthcare from Addis Ababa, Ethiopia, serving local and regional markets.",0,2025-02-02
RMC-100123,Sahara Data,ICT / Software,Mozambique,Maputo,2019,Prototype,Pending,2,91.8,Platinum,68,8,423.71,42865.6,False,False,False,True,Standard,https://saharadata.africa,info@saharadata.africa,+223-03-9098,"Sahara Data operates in ict / software from Maputo, Mozambique, serving local and regional markets.",1,2025-08-09
RMC-100124,Nile Kitchen,Food & Beverage,Uganda,Kampala,2005,Early Revenue,Verified,3,68.1,Gold,90,22,51502.77,0.0,True,False,False,True,Latest,https://nilekitchen.africa,info@nilekitchen.africa,+224-33-6576,"Nile Kitchen operates in food & beverage from Kampala, Uganda, serving local and regional markets.",1,2025-04-05
RMC-100125,Baobab Transit,Logistics & Mobility,Senegal,Dakar,2015,Idea,Verified,3,72.2,Gold,64,7,24.08,0.0,True,False,False,False,Standard,https://baobabtransit.africa,info@baobabtransit.africa,+221-71-1166,"Baobab Transit operates in logistics & mobility from Dakar, Senegal, serving local and regional markets.",5,2025-02-03
RMC-100126,Maji Health,Healthcare,Botswana,Gaborone,2012,Idea,Pending,2,38.2,Bronze,71,14,76.3,203084.39,False,True,False,False,Standard,https://majihealth.africa,info@majihealth.africa,+220-92-7658,"Maji Health operates in healthcare from Gaborone, Botswana, serving local and regional markets.",4,2025-07-26
RMC-100127,Maji Brew,Food & Beverage,Tunisia,Tunis,2019,Early Revenue,Unverified,2,72.0,Gold,48,34,76883.62,696093.73,True,False,False,False,Standard,https://majibrew.africa,info@majibrew.africa,+228-82-9041,"Maji Brew operates in food & beverage from Tunis, Tunisia, serving local and regional markets.",2,2025-07-22
RMC-100128,Nova Cart,Retail & Ecommerce,Nigeria,Lagos,2017,Early Revenue,Verified,3,78.5,Gold,72,21,45036.08,81266.79,True,False,True,False,Standard,https://novacart.africa,info@novacart.africa,+220-51-4986,"Nova Cart operates in retail & ecommerce from Lagos, Nigeria, serving local and regional markets.",1,2025-09-09
RMC-100129,Sahara Outlet,Retail & Ecommerce,Egypt,Cairo,2023,Early Revenue,Unverified,2,49.0,Silver,53,14,12306.27,2365699.01,False,False,False,True,Suggested,https://saharaoutlet.africa,info@saharaoutlet.africa,+224-60-9698,"Sahara Outlet operates in retail & ecommerce from Cairo, Egypt, serving local and regional markets.",2,2025-07-02
RMC-100130,Delta Coin,FinTech,Zambia,Lusaka,2013,Growth,Unverified,2,63.2,Silver,80,11,75680.76,794769.88,True,False,False,False,Standard,https://deltacoin.africa,info@deltacoin.africa,+223-45-8434,"Delta Coin operates in fintech from Lusaka, Zambia, serving local and regional markets.",0,2025-08-05
RMC-100131,Zuri Tours,Tourism & Hospitality,Egypt,Cairo,2010,Growth,Unverified,2,80.7,Platinum,76,22,130963.76,13426023.3,False,True,False,True,Latest,https://zuritours.africa,info@zuritours.africa,+213-92-4155,"Zuri Tours operates in tourism & hospitality from Cairo, Egypt, serving local and regional markets.",2,2025-05-13
RMC-100132,Delta Outlet,Retail & Ecommerce,Ghana,Accra,2017,Early Revenue,Unverified,1,56.2,Silver,67,32,34552.91,0.0,True,True,False,False,Latest,https://deltaoutlet.africa,info@deltaoutlet.africa,+235-23-4138,"Delta Outlet operates in retail & ecommerce from Accra, Ghana, serving local and regional markets.",1,2025-08-19
RMC-100133,Zuri Bio,Healthcare,Namibia,Windhoek,2022,Idea,Pending,3,47.4,Silver,65,21,104.17,0.0,True,True,False,True,Standard,https://zuribio.africa,info@zuribio.africa,+231-97-9595,"Zuri Bio operates in healthcare from Windhoek, Namibia, serving local and regional markets.",1,2025-08-26
RMC-100134,Nova Construct,Construction & Real Estate,Egypt,Cairo,2014,Growth,Verified,3,83.3,Platinum,86,38,294827.56,0.0,True,True,False,False,Standard,https://novaconstruct.africa,info@novaconstruct.africa,+222-29-6912,"Nova Construct operates in construction & real estate from Cairo, Egypt, serving local and regional markets.",4,2025-07-16
RMC-100135,Zuri Agro,Agriculture,Uganda,Kampala,2023,Growth,Pending,2,51.6,Silver,62,20,104857.16,7086561.02,False,True,False,False,Suggested,https://zuriagro.africa,info@zuriagro.africa,+235-68-3073,"Zuri Agro operates in agriculture from Kampala, Uganda, serving local and regional markets.",0,2025-01-03
RMC-100136,Blue Café,Food & Beverage,Kenya,Nairobi,2018,Growth,Verified,3,63.5,Silver,58,43,124860.61,1626410.69,False,False,False,True,Standard,https://bluecafé.africa,info@bluecafé.africa,+222-89-3068,"Blue Café operates in food & beverage from Nairobi, Kenya, serving local and regional markets.",1,2025-09-01
RMC-100137,Nova Travel,Tourism & Hospitality,Namibia,Windhoek,2020,Growth,Unverified,2,75.8,Gold,67,10,53074.97,3043305.77,False,False,False,False,Suggested,https://novatravel.africa,info@novatravel.africa,+231-36-8690,"Nova Travel operates in tourism & hospitality from Windhoek, Namibia, serving local and regional markets.",0,2025-03-28
RMC-100138,Atlas Kitchen,Food & Beverage,Zimbabwe,Harare,2016,Idea,Verified,3,68.4,Gold,75,26,43.61,0.0,True,True,False,False,Standard,https://atlaskitchen.africa,info@atlaskitchen.africa,+211-32-8827,"Atlas Kitchen operates in food & beverage from Harare, Zimbabwe, serving local and regional markets.",3,2025-06-16
RMC-100139,Nova Meds,Healthcare,Ghana,Accra,2013,Growth,Unverified,1,95.0,Platinum,65,7,163194.89,5193932.58,False,True,True,True,Suggested,https://novameds.africa,info@novameds.africa,+228-09-1878,"Nova Meds operates in healthcare from Accra, Ghana, serving local and regional markets.",1,2025-09-08
RMC-100140,Baobab Estate,Construction & Real Estate,South Africa,Johannesburg,2015,Idea,Pending,3,88.4,Platinum,66,41,117.54,66198.61,False,False,False,False,Latest,https://baobabestate.africa,info@baobabestate.africa,+212-31-2940,"Baobab Estate operates in construction & real estate from Johannesburg, South Africa, serving local and regional markets.",1,2025-06-14
RMC-100141,Baobab Brick,Construction & Real Estate,Zambia,Lusaka,2014,Mature,Unverified,2,53.6,Silver,59,68,44466.37,9688899.43,False,False,False,False,Latest,https://baobabbrick.africa,info@baobabbrick.africa,+232-28-9561,"Baobab Brick operates in construction & real estate from Lusaka, Zambia, serving local and regional markets.",0,2025-07-20
RMC-100142,Nile Solar,Energy & Renewables,Zimbabwe,Harare,2011,Growth,Verified,3,84.7,Platinum,94,37,65503.02,3924136.3,True,False,False,False,Standard,https://nilesolar.africa,info@nilesolar.africa,+231-54-6003,"Nile Solar operates in energy & renewables from Harare, Zimbabwe, serving local and regional markets.",2,2025-07-21
RMC-100143,Baobab Learn,Education,Algeria,Algiers,2018,Early Revenue,Verified,3,43.7,Bronze,66,18,77114.64,638219.26,True,True,True,True,Standard,https://baobablearn.africa,info@baobablearn.africa,+232-94-2625,"Baobab Learn operates in education from Algiers, Algeria, serving local and regional markets.",0,2025-04-21
RMC-100144,Sahara Wallet,FinTech,Tanzania,Dar es Salaam,2019,Growth,Verified,3,61.2,Silver,60,13,322423.18,3309914.91,True,False,True,True,Suggested,https://saharawallet.africa,info@saharawallet.africa,+221-84-2330,"Sahara Wallet operates in fintech from Dar es Salaam, Tanzania, serving local and regional markets.",2,2025-05-21
RMC-100145,Maji Care,Healthcare,Uganda,Kampala,2011,Early Revenue,Pending,1,43.5,Bronze,75,23,10385.42,0.0,False,False,False,False,Standard,https://majicare.africa,info@majicare.africa,+230-09-3564,"Maji Care operates in healthcare from Kampala, Uganda, serving local and regional markets.",0,2025-08-16
RMC-100146,Nile Green,Agriculture,Zambia,Lusaka,2011,Growth,Verified,3,34.8,Bronze,85,26,157716.46,2622467.07,True,True,False,True,Standard,https://nilegreen.africa,info@nilegreen.africa,+232-60-5771,"Nile Green operates in agriculture from Lusaka, Zambia, serving local and regional markets.",4,2025-04-26
RMC-100147,Maji Lodge,Tourism & Hospitality,Kenya,Nairobi,2012,Growth,Pending,1,58.9,Silver,68,64,242775.23,740304.36,False,False,False,True,Latest,https://majilodge.africa,info@majilodge.africa,+235-36-8438,"Maji Lodge operates in tourism & hospitality from Nairobi, Kenya, serving local and regional markets.",0,2025-05-06
RMC-100148,Zuri Bio,Healthcare,Rwanda,Kigali,2023,Growth,Pending,2,82.1,Platinum,66,27,365554.42,0.0,True,False,False,True,Standard,https://zuribio.africa,info@zuribio.africa,+231-84-4241,"Zuri Bio operates in healthcare from Kigali, Rwanda, serving local and regional markets.",2,2025-08-23
RMC-100149,Savannah Construct,Construction & Real Estate,Ghana,Accra,2017,Mature,Pending,1,37.2,Bronze,68,12,211655.25,0.0,True,False,False,False,Standard,https://savannahconstruct.africa,info@savannahconstruct.africa,+233-19-5352,"Savannah Construct operates in construction & real estate from Accra, Ghana, serving local and regional markets.",2,2025-08-15
RMC-100150,Blue Soft,ICT / Software,Ethiopia,Addis Ababa,2019,Prototype,Verified,3,79.9,Gold,76,8,299.63,454256.21,False,True,True,True,Suggested,https://bluesoft.africa,info@bluesoft.africa,+222-76-5728,"Blue Soft operates in ict / software from Addis Ababa, Ethiopia, serving local and regional markets.",1,2025-06-17
RMC-100151,Nova Bites,Food & Beverage,Zimbabwe,Harare,2009,Early Revenue,Unverified,2,77.8,Gold,56,15,22244.37,0.0,True,False,True,True,Suggested,https://novabites.africa,info@novabites.africa,+235-38-7594,"Nova Bites operates in food & beverage from Harare, Zimbabwe, serving local and regional markets.",1,2025-07-07
RMC-100152,Savannah Wind,Energy & Renewables,Botswana,Gaborone,2017,Early Revenue,Pending,2,62.3,Silver,44,16,46206.97,218199.27,True,False,False,True,Standard,https://savannahwind.africa,info@savannahwind.africa,+227-10-1653,"Savannah Wind operates in energy & renewables from Gaborone, Botswana, serving local and regional markets.",2,2025-04-25
RMC-100153,Baobab Cloud,ICT / Software,Morocco,Casablanca,2013,Early Revenue,Pending,3,87.5,Platinum,61,12,71405.23,0.0,True,False,False,False,Suggested,https://baobabcloud.africa,info@baobabcloud.africa,+20-11-4750,"Baobab Cloud operates in ict / software from Casablanca, Morocco, serving local and regional markets.",1,2025-08-16
RMC-100154,Baobab Travel,Tourism & Hospitality,Algeria,Algiers,2014,Prototype,Pending,1,84.2,Platinum,47,62,91.23,387238.49,True,True,True,False,Latest,https://baobabtravel.africa,info@baobabtravel.africa,+234-34-1659,"Baobab Travel operates in tourism & hospitality from Algiers, Algeria, serving local and regional markets.",3,2025-07-20
RMC-100155,Savannah Urban,Construction & Real Estate,Namibia,Windhoek,2020,Early Revenue,Unverified,3,51.8,Silver,53,29,23742.66,1135646.06,True,True,False,True,Latest,https://savannahurban.africa,info@savannahurban.africa,+227-35-3973,"Savannah Urban operates in construction & real estate from Windhoek, Namibia, serving local and regional markets.",0,2025-06-23
RMC-100156,Sahara Mint,FinTech,Zambia,Lusaka,2012,Idea,Pending,2,59.2,Silver,81,5,68.98,0.0,False,False,True,False,Suggested,https://saharamint.africa,info@saharamint.africa,+212-60-6700,"Sahara Mint operates in fintech from Lusaka, Zambia, serving local and regional markets.",0,2025-06-18
RMC-100157,Atlas Brew,Food & Beverage,Morocco,Casablanca,2021,Early Revenue,Pending,2,62.0,Silver,62,29,43144.8,365127.87,True,True,False,False,Suggested,https://atlasbrew.africa,info@atlasbrew.africa,+213-20-6403,"Atlas Brew operates in food & beverage from Casablanca, Morocco, serving local and regional markets.",0,2025-07-11
RMC-100158,Zuri Remit,FinTech,Namibia,Windhoek,2017,Growth,Pending,2,45.2,Silver,70,13,216807.01,6376985.28,False,True,False,True,Standard,https://zuriremit.africa,info@zuriremit.africa,+225-97-1601,"Zuri Remit operates in fintech from Windhoek, Namibia, serving local and regional markets.",0,2025-05-11
RMC-100159,Atlas Clinic,Healthcare,Ethiopia,Addis Ababa,2018,Mature,Unverified,3,70.0,Gold,50,72,590284.41,11142684.55,False,False,False,True,Latest,https://atlasclinic.africa,info@atlasclinic.africa,+223-14-7622,"Atlas Clinic operates in healthcare from Addis Ababa, Ethiopia, serving local and regional markets.",0,2025-08-13
RMC-100160,Sahara Brick,Construction & Real Estate,Nigeria,Lagos,2015,Mature,Unverified,1,45.6,Silver,65,61,230405.83,0.0,True,False,False,False,Suggested,https://saharabrick.africa,info@saharabrick.africa,+227-52-1888,"Sahara Brick operates in construction & real estate from Lagos, Nigeria, serving local and regional markets.",3,2025-01-22
RMC-100161,Atlas Outlet,Retail & Ecommerce,Botswana,Gaborone,2009,Prototype,Verified,3,49.6,Silver,70,8,197.13,362217.23,False,False,True,True,Latest,https://atlasoutlet.africa,info@atlasoutlet.africa,+228-80-8242,"Atlas Outlet operates in retail & ecommerce from Gaborone, Botswana, serving local and regional markets.",2,2025-05-01
RMC-100162,Maji Harvest,Food & Beverage,Kenya,Nairobi,2014,Prototype,Pending,2,66.0,Gold,77,21,483.83,699086.01,True,False,False,False,Standard,https://majiharvest.africa,info@majiharvest.africa,+230-16-5719,"Maji Harvest operates in food & beverage from Nairobi, Kenya, serving local and regional markets.",0,2025-07-10
RMC-100163,Nova Foods,Food & Beverage,Namibia,Windhoek,2017,Idea,Pending,3,33.4,Bronze,51,31,13.52,89502.58,True,False,True,True,Standard,https://novafoods.africa,info@novafoods.africa,+233-77-4920,"Nova Foods operates in food & beverage from Windhoek, Namibia, serving local and regional markets.",0,2025-02-21
RMC-100164,Zuri Brick,Construction & Real Estate,Uganda,Kampala,2020,Early Revenue,Pending,1,52.4,Silver,43,20,15329.74,0.0,False,False,False,True,Suggested,https://zuribrick.africa,info@zuribrick.africa,+20-70-7684,"Zuri Brick operates in construction & real estate from Kampala, Uganda, serving local and regional markets.",1,2025-08-25
RMC-100165,Nova Makers,Manufacturing,Rwanda,Kigali,2023,Mature,Pending,2,48.4,Silver,64,41,307543.25,10444905.06,True,False,True,True,Suggested,https://novamakers.africa,info@novamakers.africa,+213-82-3522,"Nova Makers operates in manufacturing from Kigali, Rwanda, serving local and regional markets.",0,2025-06-12
RMC-100166,Savannah Remit,FinTech,Egypt,Cairo,2020,Early Revenue,Verified,3,56.3,Silver,73,10,42766.54,0.0,True,False,False,True,Standard,https://savannahremit.africa,info@savannahremit.africa,+221-53-8905,"Savannah Remit operates in fintech from Cairo, Egypt, serving local and regional markets.",4,2025-07-24
RMC-100167,Maji Makers,Manufacturing,Namibia,Windhoek,2016,Growth,Pending,1,57.5,Silver,65,91,90542.41,18479725.48,True,False,False,False,Latest,https://majimakers.africa,info@majimakers.africa,+230-18-7284,"Maji Makers operates in manufacturing from Windhoek, Namibia, serving local and regional markets.",1,2025-04-23
RMC-100168,Savannah Industries,Manufacturing,Mozambique,Maputo,2022,Early Revenue,Unverified,2,60.1,Silver,68,21,103405.1,215349.8,True,False,False,True,Standard,https://savannahindustries.africa,info@savannahindustries.africa,+214-08-5526,"Savannah Industries operates in manufacturing from Maputo, Mozambique, serving local and regional markets.",1,2025-04-28
RMC-100169,Savannah Harvest,Food & Beverage,Morocco,Casablanca,2011,Early Revenue,Pending,3,49.4,Silver,59,17,28547.14,208847.31,True,False,True,False,Suggested,https://savannahharvest.africa,info@savannahharvest.africa,+20-36-5891,"Savannah Harvest operates in food & beverage from Casablanca, Morocco, serving local and regional markets.",1,2025-07-03
RMC-100170,Sahara Makers,Manufacturing,Algeria,Algiers,2015,Early Revenue,Unverified,2,77.1,Gold,41,30,21134.53,0.0,False,True,False,False,Latest,https://saharamakers.africa,info@saharamakers.africa,+214-57-9824,"Sahara Makers operates in manufacturing from Algiers, Algeria, serving local and regional markets.",0,2025-03-01
